order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,blank_1,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,blank_2,control_mean,control_sd,control_N,blank_3,cohens_d,blank_4,reverse,input_glass_delta,input_glass_delta_sd,include,blank_5,pku_age_mean,pku_age_sd,blank_6,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3
53,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Perseverative Errors,NA,NA,NA,17.71,11.68,14,491,149.2,NA,7.61,3.17,14,NA,NA,NA,1,-3.093320266,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
54,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Categories,NA,NA,NA,5.07,1.32,14,491,149.2,NA,6,1.3,14,NA,NA,NA,-1,-0.69454817,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
60,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,White et al 2001,2001,WCST,NA,NA,Correct responses,NA,NA,NA,68.48,14.01,23,496.4,230,NA,71.09,9.81,23,NA,NA,NA,-1,-0.261494102,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
61,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,White et al 2001,2001,WCST,NA,NA,Perseverative Errors,NA,NA,NA,18.48,18.82,23,496.4,230,NA,17.91,13.44,23,NA,NA,NA,1,-4.17E-02,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
55,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Smith et al 2000,2000,WCST,NA,NA,Perseverative Errors,percentage perseverative errors,NA,NA,18.25,8.08,19,777.2,199.9,NA,13.77,7.64,19,NA,NA,NA,1,-0.5740856,NA,1,NA,9.4,2.9,NA,9.3,2.9,NA,NA,NA,NA
56,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Smith et al 2000,2000,WCST,NA,NA,Number of categories,number of categories,NA,NA,4.65,1.45,19,777.2,199.9,NA,5.47,1.02,19,NA,NA,NA,-1,-0.787056081,NA,1,NA,9.4,2.9,NA,9.3,2.9,NA,NA,NA,NA
216,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Flanker task-INTERFERENCE,NA,NA,Errors,NA,Stroop task,NA,2.2,3.2,26,423.8,339,NA,1.6,2.3,25,NA,NA,NA,1,-0.256856187,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
221,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Jahja et al 2014,2014,Flanker task-INTERFERENCE,NA,NA,FL part 2 - part 1 - inhibitory control,high phe group,NA,NA,7.1,7.7,21,590,248,NA,4.2,3.7,73,NA,NA,NA,1,-0.777376832,NA,1,NA,10.6,2.5,NA,10.9,2.2,NA,NA,NA,NA
223,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Trimarco et al 2020,2020,Inhibition subtest combined,NA,NA,"Inhibition involves rapid opposite naming of
shapes (saying square when circle, saying circle
when square) or arrows (say up when pointing
down, say down when pointing up).",scaled score (norm=10;3),NA,From NespyII,7,2,15,289,82.8,NA,10,2,14,NA,NA,NA,-1,-1.457943925,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Leuzzi et al 2004,2008,Luria Motor Learning Test,NA,NA,respond with opposite gesture to those made by assessor,NA,NA,NA,37.85,1.95,14,491,149.2,NA,37.46,1.45,14,NA,NA,NA,-1,0.26113157,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
220,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Jahja et al 2014,2014,Shifting attentional set-visual,NA,NA,SSV part 2 - opposite movement,high phe group,NA,NA,14.6,11.4,21,590,248,NA,7.2,7.1,73,NA,NA,NA,1,-1.033733738,NA,1,NA,10.6,2.5,NA,10.9,2.2,NA,NA,NA,NA
242,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,,,Jahja et al 2014,2014,Flanker task-baseline-accuracy,NA,NA,FL part 1 - facilitation (closest to baseline),high phe group,NA,NA,7,7.9,21,590,248,NA,3.9,3.7,73,NA,NA,NA,1,-0.830989027,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,,,Jahja et al 2014,2014,Shifting attentional set-visual,NA,NA,SSV part 1 - consistent movement,high phe group,NA,NA,4.4,5.4,21,590,248,NA,2.1,2.9,73,NA,NA,NA,1,-0.786620314,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,,,Janos et al 2012,2012,Stimulus–response compatibility mean RT,NA,NA,compatible condition press righ key when right circle britens,NA,NA,NA,565,162,42,546,331,NA,479,175,81,NA,NA,NA,1,-0.48837622,NA,1,NA,11.8,3.5,NA,12.3,3.2,NA,NA,NA,NA
257,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,,,Janos et al 2012,2012,Stimulus–response compatibility SD RT,NA,NA,NA,NA,NA,NA,199,130,42,546,331,NA,155,127,81,NA,NA,NA,1,-0.344304788,NA,1,NA,11.8,3.5,NA,12.3,3.2,NA,NA,NA,NA
114,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Trimarco et al 2020,2020,Animal sorting,NA,NA,NA,A card-sorting task assessing concept formation,NA,From NespyII,10,3.5,15,289,82.8,NA,10,1.75,14,NA,NA,NA,-1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Trimarco et al 2020,2020,Clocks,NA,NA,NA,"Recognizing time on analog clocks and costructing clock faces
time
on
analog
clocks,
and
constructing
clock
faces",NA,From NespyII,5,1.25,15,289,82.8,NA,6,1.25,14,NA,NA,NA,-1,-0.777570093,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Leuzzi et al 2004,2005,Connecting dots,NA,NA,NA,Connect black dots arranged on a grid following rules,NA,NA,54.21,5.1,14,491,149.2,NA,56.38,2.72,14,NA,NA,NA,-1,-0.774557396,NA,1,NA,NA,NA,NA,NA,NA,10.8,1.25,NA,10.9
117,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Leuzzi et al 2004,2006,Elithorn’s Maze,NA,NA,NA,Object categorization task,NA,NA,9.57,3.33,14,491,149.2,NA,15.19,2.37,14,NA,NA,NA,-1,-2.302240793,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
113,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Griffiths 1995,1995,Matching figures,NA,NA,N correct/20,Visual matching-to-sample of complex drawings. First items from MFFT20 (Caims & Cammock 1978). - Identify from a group of 6 similar figures the one tht matches a given sample. It measures One-minute time-limit per figure. It is supposed to test speed of reflection and impulsivity.,NA,NA,4.9,1.52,10,348,NA,NA,4.8,1.55,10,NA,NA,NA,-1,6.18E-02,NA,1,NA,7.53,-,NA,7.59,-,NA,median age 15 days (range 12-20),NA,NA
122,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Leuzzi et al 2004,2004,Tower Puzzle,NA,NA,NA,NA,NA,NA,23.21,5.22,14,491,149.2,NA,29.07,2.92,14,NA,NA,NA,-1,-1.948397393,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
121,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Bisiacchi et al 2018,2018,Tower Puzzle,NA,NA,Score; max score =12,NA,NA,NA,10.3,1.8,11,743.18,83.66,NA,11.3,1,28,NA,NA,NA,-1,-0.979591837,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
123,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Leuzzi et al 2004,2007,Weigl’s Sorting,NA,NA,NA,"The subject is shown one of two gestures,  is required to respond each time with the opposite gesture of the one shown.",NA,NA,10.14,2.28,14,491,149.2,NA,11.07,1.25,14,NA,NA,NA,-1,-0.722330097,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
142,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,D2 Test,NA,NA,accuracy,NA,NA,NA,35.5,26.6,20,583,377,NA,58.5,34.9,20,NA,NA,NA,-1,-0.64593256,NA,1,NA,10.91666667,1.3,NA,11,1.1,NA,NA,NA,NA
143,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Trimarco et al 2020,2020,Auditory Attention,NA,NA,Pointing to stimuli according to consistent and inconsistent examiner cues;,NA,NA,From NespyII,5,1.25,15,289,82.8,NA,5,0.75,14,NA,NA,NA,-1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Conner's Continuous Performance Test,NA,NA,CPT - Error average,NA,click when see/hear '2' do not click when you see/hear '1',NA,53.5,10.5,26,489,181,NA,48,8.5,21,NA,NA,NA,1,-0.636214262,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
168,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Jahja et al 2014,2014,Sustained attention-dots,NA,NA,SAD - inhibitory control - high Phe group,NA,NA,NA,8.7,8.4,21,590,248,NA,4.4,4.9,73,NA,NA,NA,1,-0.870377579,NA,1,NA,10.6,2.5,NA,10.9,2.2,NA,NA,NA,NA
528,Children,IQ,IQ,,,,Weglage et al 1995,1995,Culture fair intelligence test,NA,NA,NA,NA,NA,NA,101.4,10,20,583,377,NA,104.7,9.5,20,20,NA,NA,-1,-0.340467062,NA,1,NA,10.91666667,1.3,NA,11,1.1,NA,NA,NA,NA
535,Children,IQ,IQ,,,,Smith et al 2000,2000,Full scale IQ,NA,NA,Doesn’t say which measure,NA,NA,NA,101,10.4,19,777.2,199.9,NA,101,12,19,NA,NA,NA,-1,0,NA,1,NA,9.4,2.9,NA,9.3,2.9,NA,NA,NA,NA
538,Children,IQ,IQ,,,,White et al 2001,2001,Matrix Reasoning,NA,NA,Non-verbal,NA,NA,NA,107,15,23,496.4,230,NA,114,16,23,NA,NA,NA,-1,-0.43,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
537,Children,IQ,IQ,,,,White et al 2001,2001,Vocabulary,NA,NA,Verbal,NA,NA,NA,106,19,23,496.4,230,NA,113,19,23,NA,NA,NA,-1,-0.362105263,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
539,Children,IQ,IQ,,,,Christ et al 2006,2006,WASI,NA,NA,NA,NA,NA,NA,102.2,9.9,26,423.8,339,NA,107.7,10.6,25,NA,NA,NA,-1,-0.510885341,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
532,Children,IQ,IQ,,,,Banerjee et al 2011,2011,WASI,NA,NA,NA,NA,NA,NA,105.8,9.6,36,508.50576,284.52108,NA,108.5,10,41,NA,NA,NA,-1,-0.26729097,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,Children,IQ,IQ,,,,Janos et al 2012,2012,WASI,NA,NA,NA,NA,NA,NA,106,10.9,42,546,331,NA,114.6,13.9,81,NA,NA,NA,-1,-0.614862148,NA,1,NA,11.8,3.5,NA,12.3,3.2,NA,NA,NA,NA
529,Children,IQ,IQ,,,,Wiersema et al 2005,2005,WISC-III,NA,NA,NA,9.2,2,NA,99,8.1,9,297,165,NA,103,7.9,9,9,5,NA,-1,-0.482218204,NA,1,NA,9.2,2,NA,9.2,1.9,NA,early,Continously,NA
530,Children,IQ,IQ,,,,Anderson et al 2002/2007,2002,WISC-III,NA,NA,NA,NA,NA,NA,93.34,10.23,36,490.34484,375.32568,NA,102.92,11.77,69,NA,NA,NA,-1,-0.807992608,NA,1,NA,11.18,3.4,NA,10.29,3.1,NA,NA,NA,NA
531,Children,IQ,IQ,,,,Antshel & Waisbren 2003,2003,WISC-III,NA,NA,NA,NA,NA,NA,104.2,10.7,46,490.34484,375.32568,NA,102.2,13.4,18,NA,-0.164943195,NA,-1,0.147440933,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
536,Children,IQ,IQ,,,,Stemerdink et al 1999,1999,WISC-R,NA,NA,NA,NA,NA,NA,98,13,36,455,250,NA,105,11,36,NA,NA,NA,-1,-0.629521017,NA,1,NA,13.3,3,NA,13.2,3,NA,NA,NA,NA
534,Children,IQ,IQ,,,,Leuzzi et al 2004,2004,WISC-R,NA,NA,NA,NA,NA,NA,102.14,10.21,14,491,149.2,NA,108.8,12.7,14,NA,NA,NA,-1,-0.509135387,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
540,Children,IQ,IQ,,,,Gassio et al 2005,2005,WISC-R/Kauffman Assessment Battery,NA,NA,NA,NA,NA,NA,102,9,26,489,181,NA,112,8,21,NA,NA,NA,-1,-1.229050279,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
345,Children,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Bisiacchi et al 2018,2018,Naming,NA,NA,max score =10,NA,NA,NA,9.4,1,11,743.18,83.66,NA,9.4,0.7,28,NA,NA,NA,-1,0,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
344,Children,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Banich et al 2000,2000,Peabody Picture Vocabulary Test,NA,NA,NA,NA,NA,NA,113.56,11.85,9,854.828,265.2,NA,115.5,16.07,12,NA,NA,NA,-1,-0.115892968,NA,1,NA,10.58,2.76,NA,10.7,2.2,NA,Early treated,NA,NA
348,Children,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Griffiths 1998,1998,Picture Vocabulary Scale,NA,NA,NA,NA,NA,NA,104.64,14.62,11,388,127,NA,101.45,15.4,11,NA,NA,NA,-1,0.199276673,NA,1,NA,8.83,1.7,NA,8.83,1.65,NA,NA,NA,NA
373,Children,Language speed,Language speed,ES_large,ES_large,ES_large,White et al 2001,2001,Stroop-neutral - colour naiming,NA,NA,CWIT  stim correct in 45 sec,NA,Stroop Color and Word Test,NA,90.16,27.02,23,496.4,230,NA,107.49,30.92,23,NA,NA,NA,-1,-0.550870449,NA,1,-0.574964143,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
369,Children,Language speed,Language speed,ES_large,ES_large,ES_large,White et al 2001,2001,Stroop-neutral -word reading,NA,NA,CWIT  stim correct in 45 sec,NA,Stroop Color and Word Test,NA,64.71,19.81,23,496.4,230,NA,80.95,22.62,23,NA,NA,NA,-1,-0.705641026,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
468,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Janos et al 2012,2012,Simple detectopm RT SD,NA,NA,NA,NA,NA,NA,138,81,42,546,331,NA,94,48,81,NA,NA,NA,1,-0.910973085,NA,1,NA,11.8,3.5,NA,12.3,3.2,NA,NA,NA,NA
280,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Griffiths 1995,1995,Word-list learning,NA,NA,"Rey Verbal Learning. Total Recall of orally presented t5-word list, repeated five times",NA,NA,NA,42.4,10.09,10,348,NA,NA,43,7.65,10,NA,NA,NA,-1,-7.51E-02,NA,1,NA,7.53,-,NA,7.59,-,NA,median age 15 days (range 12-20),NA,NA
289,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Gassio et al 2005,2005,Word-list learning,NA,NA,Children Auditory Verbal learning test - 5th trial,NA,NA,NA,57,9,26,489,181,NA,60,11,21,NA,NA,NA,-1,-0.268156425,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
290,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Gassio et al 2005,2005,Word-list learning,NA,NA,Delayed recall,NA,NA,NA,61,10,26,489,181,NA,62,8,21,NA,NA,NA,-1,-0.122905028,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
282,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Antshel & Waisbren 2003,2003,Word-list learning,NA,NA,CVLT - Trial 5,NA,NA,NA,40.3,9.2,46,490.34484,375.32568,NA,49.6,11.1,18,NA,NA,NA,-1,-0.82766167,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
294,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,White et al 2001,2001,Word-list learning,NA,NA,CVLT - Trial 5 (words correct),NA,NA,NA,10.3,3.56,23,496.4,230,NA,11.35,3.17,23,NA,NA,NA,-1,-0.32555205,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
295,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,White et al 2001,2001,Word-list learning,NA,NA,CVLT -Trial 5 semantic cluster ratio,NA,NA,NA,0.31,0.2,23,496.4,230,NA,0.41,0.21,23,NA,NA,NA,-1,-0.468027211,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
296,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,White et al 2001,2001,Word-list learning,NA,NA,CVLT -Short-delay free recall (words correct),NA,NA,NA,9.39,2.69,23,496.4,230,NA,10.35,3.39,23,NA,NA,NA,-1,-0.278331226,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
297,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,White et al 2001,2001,Word-list learning,NA,NA,CVLT -Long-delay free recall (words correct),NA,NA,NA,9.87,2.44,23,496.4,230,NA,10.43,2.94,23,NA,NA,NA,-1,-0.187210884,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
283,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Bisiacchi et al 2018,2018,Word-list learning,NA,NA,Delayed recall z score,NA,NA,NA,-0.77,0.8,11,743.18,83.66,NA,0.58,0.67,28,NA,NA,NA,-1,-1.973804447,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
284,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Bisiacchi et al 2018,2018,Word-list learning,NA,NA,Immediate recall z score,NA,NA,NA,-0.88,1,11,743.18,83.66,NA,0.03,0.77,28,NA,NA,NA,-1,-1.157699443,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
285,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Smith et al 2000,1999,Word-list learning,NA,NA,Delayed recall total words across 3 trials,NA,NA,NA,16.69,3.98,19,777.2,199.9,NA,20.68,3.65,19,NA,NA,NA,-1,-1.070217454,NA,1,NA,9.4,2.9,NA,9.3,2.9,NA,NA,NA,NA
286,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Smith et al 2000,2000,Word-list learning,NA,NA,Immediate recall total words across 3 trials,recall 12 unrelated words,NA,NA,4.9,2.51,19,777.2,199.9,NA,6.05,2.48,19,NA,NA,NA,-1,-0.453981502,NA,1,NA,9.4,2.9,NA,9.3,2.9,NA,NA,NA,NA
310,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Bisiacchi et al 2018,2018,Digit span–backwards,NA,NA,Digit span–backwards,NA,NA,NA,3.5,0.5,11,743.18,83.66,NA,4.3,0.8,28,NA,NA,NA,-1,-0.979591837,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
306,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,Digit span-forward,NA,NA,Digit span-forward,NA,NA,NA,18.45,4.7,11,388,127,NA,20.91,4.64,11,NA,NA,NA,-1,-0.510039284,NA,1,NA,8.83,1.7,NA,8.83,1.65,NA,NA,NA,NA
305,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Bisiacchi et al 2018,2018,Digit span-forward,NA,NA,Digit span-forward,NA,NA,NA,5.4,0.5,11,743.18,83.66,NA,5.9,0.8,28,NA,NA,NA,-1,-0.612244898,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
324,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Weglage et al 1995,1995,stardized From WISC-R,NA,NA,NA,NA,NA,NA,10.2,2.2,20,583,377,NA,11,2.8,20,NA,NA,NA,-1,-0.280037843,NA,1,NA,10.91666667,1.3,NA,11,1.1,NA,NA,NA,NA
325,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Trimarco et al 2020,2020,WM index,NA,NA,NA,NA,NA,From NespyII,94,14.25,15,289,82.8,NA,103,12.75,14,NA,NA,NA,-1,-0.686091259,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,Children,Visual learning LTM,Visual learning LTM,ES_large,ES_medium,ES_large,Griffiths 1995,1995,Rey-Davis Manual Labyrinth,NA,NA,"Systematic search and recall, repeated five times, of single peg positions in each of four stacked wooden boards, each board containing a further eight distractor pegs (Zangwill 1946)",NA,NA,NA,10.5,4.74,10,348,167,NA,13.1,4.98,10,NA,NA,NA,-1,-0.500028282,NA,1,NA,7.53,-,NA,7.59,-,NA,median age 15 days (range 12-20),NA,NA
389,Children,Visual learning LTM,Visual learning LTM,ES_large,ES_medium,ES_large,Gassio et al 2005,2005,Rey-Osterrieth CFT-recall,NA,NA,Delayed recall,NA,NA,NA,53,10,26,489,181,NA,59,11,21,NA,NA,NA,-1,-0.536312849,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
386,Children,Visual learning LTM,Visual learning LTM,ES_large,ES_medium,ES_large,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-recall,NA,NA,Delayed recallOrganizational score,NA,NA,NA,43.8,7.5,46,490.34484,375.32568,NA,49.7,5.9,18,NA,NA,NA,-1,-0.987854251,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
387,Children,Visual learning LTM,Visual learning LTM,ES_large,ES_medium,ES_large,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-recall,NA,NA,Immediate recall Organizational score,NA,NA,NA,42.7,8.7,46,490.34484,375.32568,NA,50.3,8.2,18,NA,NA,NA,-1,-0.915572233,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
388,Children,Visual learning LTM,Visual learning LTM,ES_large,ES_medium,ES_large,Leuzzi et al 2004,2010,Rey-Osterrieth CFT-recall,NA,NA,From memory,NA,NA,NA,19.5,6.93,14,491,149.2,NA,24.88,6.85,14,NA,NA,NA,-1,-0.762525689,NA,1,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
398,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Bisiacchi et al 2018,2018,Corsi Block task,NA,NA,NA,NA,NA,NA,4.9,0.9,11,743.18,83.66,NA,4.3,1,28,NA,NA,NA,-1,0.587755102,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
410,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Stemerdink et al 1999,1999,Recency judgment test,NA,NA,% correct,"Which of two pictures occurred more recently in the sequence.  Participants had to look at a series of drawings presented one
at a time in the center of the screen. From time to time a test item appeared bear-
ing two drawings with a question mark between them; the participant had to in-
dicate which of these drawings he or she saw more recently.",NA,NA,68.1,14.9,36,455,250,NA,88.9,9.2,36,NA,NA,NA,-1,-2.23655914,NA,1,NA,13.3,3,NA,13.2,3,NA,NA,NA,NA
411,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Stemerdink et al 2000,2000,Recognition test,NA,NA,% correct,has this picture been presented before,NA,NA,88.7,9.2,36,455,250,NA,91.5,9.6,36,NA,NA,NA,-1,-0.288530466,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Smith et al 2000,2000,Self ordered pointing,NA,NA,Errors,"point to a different picture in a grid across presentations of the grid (which could have 6,8,10. or 12 pictures)",NA,NA,14.16,6.62,19,777.2,199.9,NA,12.53,4.94,19,NA,NA,NA,1,-0.323037287,NA,1,NA,9.4,2.9,NA,9.3,2.9,NA,NA,NA,NA
469,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,Follow line,NA,NA,F (number of mistakes),NA,NA,NA,0.1,1.1,20,583,377,NA,0.1,0.9,20,NA,NA,NA,1,0,NA,1,NA,10.11,1.3,NA,11,1.1,NA,NA,NA,NA
470,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,Aiming,NA,NA,F (number of mistakes),NA,NA,NA,-0.1,0.8,20,583,377,NA,0.1,1.2,20,NA,NA,NA,1,0.163355408,NA,1,NA,10.11,1.3,NA,11,1.1,NA,NA,NA,NA
488,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Jahja et al 2014,2014,Motor control accuracy,NA,NA,deviation from target in mm- high  Phe group,NA,NA,NA,6.7,4.4,21,590,248,NA,4.5,1.3,73,NA,NA,NA,1,-1.678474114,NA,1,NA,10.6,2.5,NA,10.9,2.2,NA,NA,NA,NA
489,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Jahja et al 2014,2014,Motor control stability,NA,NA,sd of movement trajectory- high  Phe group,NA,NA,NA,5.3,4.3,21,590,248,NA,3.1,0.9,73,NA,NA,NA,1,-2.42446261,NA,1,NA,10.6,2.5,NA,10.9,2.2,NA,NA,NA,NA
495,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Purdue assembly,NA,NA,NA,NA,Purdue Pegboard Test,NA,42,9,26,489,181,NA,49,8,21,NA,NA,NA,-1,-0.860335196,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
472,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,Rotor task,NA,NA,F (number of mistakes),z score (number of mistakes),NA,NA,-0.1,1,20,583,377,NA,0.1,1,20,NA,NA,NA,-1,-0.19602649,NA,1,NA,13.9,1.3,NA,14,1.1,NA,NA,NA,NA
471,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,Steadiness,NA,NA,F (number of mistakes),NA,NA,NA,0.1,1.1,20,583,377,NA,0.1,0.9,20,NA,NA,NA,1,0,NA,1,NA,10.11,1.3,NA,11,1.1,NA,NA,NA,NA
