order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,control_mean,control_sd,control_N,cohens_d,reverse,input_glass_delta,input_glass_delta_sd,include,pku_age_mean,pku_age_sd,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3,CohensD,HedgesG,SMD,GlassDelta,InputDataSMD,ScaledSESqr,Vdf,SmallSampCor,g,Vg,FunctionMean,FunctionSD,Outlier,OutlierLowCut,OutlierHighCut
483,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS line following-N err,NA,NA,MLS line following N Error,NA,NA,19.6,10.9,57,1085,NA,15.1,9.4,40,-0.442144349,1,-0.474934037,NA,1,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months,-0.436441992,-0.432987306,-0.478723404,-0.478723404,-0.474934037,0.048589701,39,0.980645161,-0.46945779,0.051415222,-0.611036845,0.624640649,0,-2.172638468,0.950564777
484,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS rotor circle-Duration,NA,NA,MLS rotor circle duration,NA,NA,101,52,57,1085,NA,89,58,40,-0.217857973,1,-0.205258848,NA,1,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months,-0.220009585,-0.218268085,-0.206896552,-0.206896552,-0.205258848,0.039101842,39,0.980645161,-0.202892102,0.039629601,-0.611036845,0.624640649,0,-2.172638468,0.950564777
485,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS rotor circle-N err,NA,NA,MLS rotor circle - N Error,NA,NA,35,12,57,1085,NA,33,12,40,-0.166666667,1,-0.165347405,NA,1,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months,-0.166666667,-0.165347405,-0.166666667,-0.166666667,-0.165347405,0.04254386,39,0.980645161,-0.16344086,0.042886333,-0.611036845,0.624640649,0,-2.172638468,0.950564777
486,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS steadiness-Duration,NA,NA,MLS steadiness duration - Does not specify but assume seconds,NA,NA,3,4.9,57,1085,NA,1.7,3.5,40,-0.305312405,1,-0.368488504,NA,1,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months,-0.296820591,-0.294471088,-0.371428571,-0.371428571,-0.368488504,0.059385965,39,0.980645161,-0.364239631,0.061086869,-0.611036845,0.624640649,0,-2.172638468,0.950564777
487,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS steadiness-N err,NA,NA,MLS steadiness N Error,NA,NA,4.7,6,57,1085,NA,3.1,4.7,40,-0.296882291,1,-0.337730871,NA,1,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months,-0.290718965,-0.28841776,-0.340425532,-0.340425532,-0.337730871,0.05359117,39,0.980645161,-0.333836651,0.055019977,-0.611036845,0.624640649,0,-2.172638468,0.950564777
492,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Bartus et al 2018,2018,Motor screening test-Err score,NA,NA,Motor screening test (Error raw score),NA,NA,10.1,2.14,46,594.8,NA,8.54,1.91,31,-0.769131099,1,-0.808559071,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.760568514,-0.752937391,-0.816753927,-0.816753927,-0.808559071,0.05954803,30,0.974789916,-0.796163492,0.070112635,-0.611036845,0.624640649,0,-2.172638468,0.950564777
475,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,Slow Video Tracking-Level dist,NA,NA,Slow Video Tracking task level distance,NA,NA,17.2,6.7,57,1085,NA,13.1,3.5,40,-0.767058941,1,-1.16215605,NA,1,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months,-0.730625159,-0.724841846,-1.171428571,-1.171428571,-1.16215605,0.089289295,39,0.980645161,-1.14875576,0.106207754,-0.611036845,0.624640649,0,-2.172638468,0.950564777
476,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,Slow Video Tracking-Stability dist,NA,NA,Slow Video Tracking task stability distance,NA,NA,6.5,3,57,1085,NA,4.9,3.6,40,-0.482857312,1,-0.440926415,NA,1,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months,-0.490841789,-0.486956498,-0.444444444,-0.444444444,-0.440926415,0.037183236,39,0.980645161,-0.435842294,0.039618601,-0.611036845,0.624640649,0,-2.172638468,0.950564777
421,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Channon et al 2004,2004,Rey-Osterrieth CFT-copy,NA,NA,Initial copy - % correct,NA,NA,98.19,2.59,20,858.5,NA,98.19,4.16,20,0,-1,0,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,0,0,0,0,0,0.069381299,19,0.96,0,0.069381299,-0.603634741,0.719321033,0,-2.401937323,1.194667841
425,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Pilotto et al 2021,2021,Rey-Osterrieth CFT-copy,NA,NA,NA,NA,NA,36,1.6,19,890,NA,36,0.79,25,0,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.255889829,24,0.968421053,0,0.255889829,-0.603634741,0.719321033,0,-2.401937323,1.194667841
211,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Antisaccade task,accuracy,accuracy,Inhibitory Error,NA,NA,12.1,11.5,26,423.8,339,8.9,7.6,25,NA,1,-0.414574899,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.326998937,-0.321968184,-0.421052632,-0.421052632,-0.414574899,0.128063339,24,0.968421053,-0.407756233,0.131527196,-0.514355554,0.502573004,0,-1.770788066,0.742076957
215,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Flanker task-INTERFERENCE,accuracy,accuracy,Inhibitory Error,NA,NA,7.1,8.9,26,423.8,339,8.9,7.5,25,NA,1,0.236307692,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,0.218339407,0.214980339,0.24,0.24,0.236307692,0.094160684,24,0.968421053,0.232421053,0.095286091,-0.514355554,0.502573004,0,-1.770788066,0.742076957
213,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Go-No-Go,accuracy,accuracy,Inhibitory Error,NA,NA,31.7,17.4,26,423.8,339,25.1,14.4,25,NA,1,-0.451282051,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.412473038,-0.406127299,-0.458333333,-0.458333333,-0.451282051,0.096156517,24,0.968421053,-0.443859649,0.100260921,-0.514355554,0.502573004,0,-1.770788066,0.742076957
224,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Weglage et al 1996/1999,1996,Stroop-INTERFERENCE,accuracy,accuracy,CWIT - interference condition,INT-T(time),NA,15.4,14.2,20,583,372,7.5,9.1,20,NA,1,-0.850884215,NA,1,10.91666667,1.3,11,1.1,NA,NA,NA,NA,-0.662428669,-0.649267835,-0.868131868,-0.868131868,-0.850884215,0.171748581,19,0.96,-0.833406593,0.190026648,-0.514355554,0.502573004,0,-1.770788066,0.742076957
225,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Weglage et al 1996/1999,1999,Stroop-INTERFERENCE,accuracy,accuracy,CWIT Errors (older group 14+),INT-T(time),NA,11.6,11.7,20,744,456,4.5,3.4,20,NA,1,-2.046747176,NA,1,13.9,1.3,14,1.1,NA,NA,NA,NA,-0.824106322,-0.807733348,-2.088235294,-2.088235294,-2.046747176,0.642084775,19,0.96,-2.004705882,0.747843872,-0.514355554,0.502573004,1,-1.770788066,0.742076957
243,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Christ et al 2006,2006,Flanker task-baseline-accuracy,accuracy,accuracy,baseline Error,NA,NA,5.8,5.7,26,423.8,339,6.1,6.5,25,NA,1,0.045443787,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.049140456,0.048384449,0.046153846,0.046153846,0.045443787,0.069576695,24,0.968421053,0.044696356,0.069618316,-0.460131507,0.377327777,0,-1.403450949,0.483187935
364,Children,Language speed,Language speed,ES_large,ES_large,ES_large,Christ et al 2006,2006,Stroop-neutral-accuracy,accuracy,accuracy,Errors,NA,NA,1.1,2,26,423.8,339,1,1.6,25,NA,1,-0.061538462,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.055092498,-0.054244921,-0.0625,-0.0625,-0.061538462,0.100096154,24,0.968421053,-0.060526316,0.100172475,-0.637533724,0.522709397,0,-1.944307216,0.669239769
465,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Christ et al 2006,2006,Simple detection-accuracy;,accuracy,accuracy,NA,NA,NA,2,2,26,423.8,339,1.4,1.8,25,NA,1,-0.328205128,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.315015751,-0.310169355,-0.333333333,-0.333333333,-0.328205128,0.087483381,24,0.968421053,-0.322807018,0.089654305,-0.515177523,0.945348621,0,-2.878549075,1.84819403
319,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,N-back task,accuracy,accuracy,2 back - accuracy,NA,NA,64.55,7.54,11,388,127,63.2,16.9,11,NA,-1,0.076848176,NA,1,8.83,1.7,8.83,1.65,NA,NA,NA,NA,0.103167481,0.099249728,0.079881657,0.079881657,0.076848176,0.109004841,10,0.923076923,0.073736914,0.109276698,-0.559505432,0.561840638,0,-1.964107027,0.845096163
321,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,N-back task,accuracy,accuracy,One back,NA,NA,72.18,7.17,11,388,127,69.7,10.5,11,NA,-1,0.227221218,NA,1,8.83,1.7,8.83,1.65,NA,NA,NA,NA,0.275846113,0.265370944,0.236190476,0.236190476,0.227221218,0.133299443,10,0.923076923,0.218021978,0.135676123,-0.559505432,0.561840638,0,-1.964107027,0.845096163
52,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Bisiacchi et al 2018,2018,TMT–B,speed,NA,NA,NA,NA,115,45.9,11,743.18,83.66,76.8,17.6,28,NA,1,-2.126159555,NA,1,13,2.483333333,11.83333333,2.458333333,NA,NA,NA,NA,-1.354431798,-1.326790333,-2.170454545,-2.170454545,-2.126159555,0.654025823,27,0.971962617,-2.10960068,0.736440916,-0.704966472,0.850819706,0,-2.832015736,1.422082792
212,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Antisaccade task,speed,speed,Inhibitory RT,NA,NA,392,77,26,423.8,339,353,65,25,NA,1,-0.590769231,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.546409961,-0.538003654,-0.6,-0.6,-0.590769231,0.0939736,24,0.968421053,-0.581052632,0.101007395,-0.514355554,0.502573004,0,-1.770788066,0.742076957
217,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Flanker task-INTERFERENCE,speed,speed,Inhibitory RT,NA,NA,777,219,26,423.8,339,736,231,25,NA,1,-0.174758575,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.18225661,-0.179452663,-0.177489177,-0.177489177,-0.174758575,0.074569327,24,0.968421053,-0.171884256,0.075184831,-0.514355554,0.502573004,0,-1.770788066,0.742076957
214,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Go-No-Go,speed,speed,Inhibitory RT,NA,NA,443,67,26,423.8,339,439,79,25,NA,1,-0.049853944,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.054701587,-0.053860024,-0.050632911,-0.050632911,-0.049853944,0.067664452,24,0.968421053,-0.049033977,0.067714542,-0.514355554,0.502573004,0,-1.770788066,0.742076957
218,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Stroop-INTERFERENCE,speed,NA,speed,NA,NA,875,186,26,423.8,339,870,252,25,NA,1,-0.01953602,-0.051483332,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.022644375,-0.022296,-0.01984127,-0.01984127,-0.01953602,0.060953253,24,0.968421053,-0.019214703,0.060960945,-0.514355554,0.502573004,0,-1.770788066,0.742076957
219,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Gassio et al 2005,2005,Stroop-INTERFERENCE,speed,NA,T score-interference,NA,NA,42,10,26,489,181,50,7,21,NA,-1,-1.123703113,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.909717652,-0.894470988,-1.142857143,-1.142857143,-1.123703113,0.126111983,20,0.962025316,-1.099457505,0.156332153,-0.514355554,0.502573004,0,-1.770788066,0.742076957
210,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Antshel & Waisbren 2003,2003,Stroop-INTERFERENCE,speed,NA,Color and word Test interference trial,NA,NA,50.7,8.3,46,490.34484,375.32568,52,9.1,18,NA,-1,-0.141122036,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,-0.15246,-0.150608259,-0.142857143,-0.142857143,-0.141122036,0.073640433,17,0.955223881,-0.136460554,0.074188124,-0.514355554,0.502573004,0,-1.770788066,0.742076957
227,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,White et al 2001,2001,Stroop-INTERFERENCE,speed,NA,CWIT  stim correct in 45 sec,NA,Stroop Color and Word Test,37.69,16.33,23,496.4,230,48.72,15.62,23,NA,-1,-0.694040607,NA,1,10.7,3.4,11.1,3.7,NA,NA,NA,NA,-0.690283415,-0.678449985,-0.706145967,-0.706145967,-0.694040607,0.090998922,22,0.965517241,-0.681796106,0.101563602,-0.514355554,0.502573004,0,-1.770788066,0.742076957
206,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Weglage et al 1996/1999,1996,Stroop-INTERFERENCE,speed,speed,CWIT - interference condition,INT-M (mistakes),NA,153.7,45.9,20,583,372,114.4,41.6,20,NA,1,-0.925942435,NA,1,same data as weglage 1996,NA,NA,NA,NA,NA,NA,NA,-0.897202986,-0.879377761,-0.944711538,-0.944711538,-0.925942435,0.110870759,19,0.96,-0.906923077,0.132515745,-0.514355554,0.502573004,0,-1.770788066,0.742076957
226,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Weglage et al 1996/1999,1999,Stroop-INTERFERENCE,speed,speed,CWIT speed (older group 14+),INT-M (mistakes),NA,110.6,24.2,20,744,456,103.5,22.2,20,NA,1,-0.313465784,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.305750586,-0.299676071,-0.31981982,-0.31981982,-0.313465784,0.10941482,19,0.96,-0.307027027,0.111895494,-0.514355554,0.502573004,0,-1.770788066,0.742076957
239,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Christ et al 2006,2006,Flanker task-baseline-speed,speed,speed,baseline RT,NA,NA,766,212,26,423.8,339,707,211,25,NA,1,-0.275318994,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,-0.278945574,-0.274654103,-0.279620853,-0.279620853,-0.275318994,0.078826967,24,0.968421053,-0.270790721,0.080354625,-0.460131507,0.377327777,0,-1.403450949,0.483187935
258,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Janos et al 2012,2012,Go-No-Go-baseline speed,speed,NA,mean RT,NA,NA,642,138,42,546,331,587,134,81,NA,1,-0.407898396,NA,1,11.8,3.5,12.3,3.2,NA,NA,NA,NA,-0.406298027,-0.403774437,-0.410447761,-0.410447761,-0.407898396,0.037597883,80,0.990595611,-0.406587751,0.038631093,-0.460131507,0.377327777,0,-1.403450949,0.483187935
248,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Antshel & Waisbren 2003,2003,Stroop-baseline-speed,speed,NA,Reading T-score,NA,NA,44,9.9,46,490.34484,375.32568,52.3,9.5,18,NA,-1,-0.863072661,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,-0.847635165,-0.837340001,-0.873684211,-0.873684211,-0.863072661,0.07916389,17,0.955223881,-0.834564022,0.099649099,-1.211244104,0.341133339,0,-2.064077452,-0.358410755
255,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,White et al 2001,2001,Stroop-baseline-speed,speed,NA,Colour naming items/min,NA,Stroop Color and Word Test,64.71,19.81,23,496.4,230,80.95,22.62,23,NA,-1,-0.705641026,NA,1,10.7,3.4,11.1,3.7,NA,NA,NA,NA,-0.763822888,-0.750728782,-0.717948718,-0.717948718,-0.705641026,0.076825195,22,0.965517241,-0.693191866,0.08774599,-1.211244104,0.341133339,0,-2.064077452,-0.358410755
162,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Janos et al 2012,2012,Go-No-go,speed,NA,SD-RT,NA,NA,183,77,42,546,331,145,57,81,NA,1,-0.66252588,NA,1,11.8,3.5,12.3,3.2,NA,NA,NA,NA,-0.589370513,-0.585709827,-0.666666667,-0.666666667,-0.66252588,0.055794945,80,0.990595611,-0.660397074,0.058520722,-0.920352373,0.876086568,0,-3.110568793,1.269864047
163,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Huijbregts et al 2002,2002,Number of dot identification task (yes/no),speed,NA,Mean Series time,NA,dot task from ANT respond to arrays of eg 3 dots do not respond for arrays of 2 or 4 dots,12.9,2.11,30,494,291,11.16,1.59,32,NA,1,-1.080603142,NA,1,12.7,1.1,13,1.2,NA,NA,NA,NA,-0.935695758,-0.923950623,-1.094339623,-1.094339623,-1.080603142,0.089951528,31,0.975609756,-1.067648412,0.108336579,-0.920352373,0.876086568,0,-3.110568793,1.269864047
365,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1996,Stroop-baseline-speed,speed,NA,CWIT Colour naming speed,NA,Stroop Color and Word Test,83.5,16.7,20,583,377,62.1,12.1,20,NA,1,-1.733457391,NA,1,10.91666667,1.3,11,1.1,NA,NA,NA,NA,-1.467510035,-1.438354207,-1.768595041,-1.768595041,-1.733457391,0.145242811,19,0.96,-1.69785124,0.221103307,-1.211244104,0.341133339,0,-2.064077452,-0.358410755
367,Children,Language speed,Language speed,ES_large,ES_large,ES_large,Christ et al 2006,2006,Stroop-neutral-speed,speed,speed,speed,NA,NA,811,173,26,423.8,339,817,207,25,NA,1,0.028539576,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,0.031510431,0.031025655,0.028985507,0.028985507,0.028539576,0.066864463,24,0.968421053,0.028070175,0.066880879,-0.637533724,0.522709397,0,-1.944307216,0.669239769
368,Children,Language speed,Language speed,ES_large,ES_large,ES_large,Gassio et al 2005,2005,Stroop-neutral-speed,speed,NA,T score-color naming,NA,NA,40,9,26,489,181,45,6,21,NA,-1,-0.819366853,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-0.6401844,-0.629455052,-0.833333333,-0.833333333,-0.819366853,0.134157509,20,0.962025316,-0.801687764,0.150225091,-0.637533724,0.522709397,0,-1.944307216,0.669239769
366,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1999,Stroop-neutral-speed,speed,NA,CWIT Colour naming Speed (older group 14+),NA,Stroop Color and Word Test,67.4,11.2,20,744,456,56.6,8.2,20,NA,1,-1.290906154,NA,1,13.9,1.3,14,1.1,NA,NA,NA,NA,-1.100323617,-1.078462883,-1.317073171,-1.317073171,-1.290906154,0.143277811,19,0.96,-1.264390244,0.185348408,-1.211244104,0.341133339,0,-2.064077452,-0.358410755
372,Children,Language speed,Language speed,ES_large,ES_large,ES_large,Gassio et al 2005,2005,Stroop-reading-speed,speed,NA,T score -colour reading,NA,NA,45,8,26,489,181,50,6,21,NA,-1,-0.819366853,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-0.696357518,-0.684686722,-0.833333333,-0.833333333,-0.819366853,0.115995116,20,0.962025316,-0.801687764,0.132062698,-0.637533724,0.522709397,0,-1.944307216,0.669239769
370,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1996,Stroop-reading-speed,speed,NA,CWIT Colour reading speed,NA,Stroop Color and Word Test,48.2,11.1,20,583,377,38.4,7.1,20,NA,1,-1.352858875,NA,1,10.91666667,1.3,11,1.1,NA,NA,NA,NA,-1.05181945,-1.030922375,-1.38028169,-1.38028169,-1.352858875,0.172207895,19,0.96,-1.325070423,0.218413464,-1.211244104,0.341133339,0,-2.064077452,-0.358410755
371,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1999,Stroop-reading-speed,speed,NA,CWIT Colour reading Speed (older group 14+),sec,Stroop Color and Word Test,41.1,10.3,20,744,456,34,4.3,20,NA,1,-1.618358232,NA,1,13.9,1.3,14,1.1,NA,NA,NA,NA,-0.899599454,-0.881726617,-1.651162791,-1.651162791,-1.618358232,0.336884803,19,0.96,-1.585116279,0.403005687,-1.211244104,0.341133339,0,-2.064077452,-0.358410755
467,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Christ et al 2006,2006,Simple detection-RT,speed,speed,NA,NA,NA,335,60,26,423.8,339,352,84,25,NA,1,0.199267399,NA,1,11.2,3.1,11.3,3.4,NA,NA,NA,NA,0.233673175,0.230078203,0.202380952,0.202380952,0.199267399,0.059623234,24,0.968421053,0.195989975,0.060423485,-0.515177523,0.945348621,0,-2.878549075,1.84819403
466,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Janos et al 2012,2012,Simple detection-RT,speed,NA,NA,NA,NA,435,103,42,546,331,383,80,81,NA,1,-0.645962733,NA,1,11.8,3.5,12.3,3.2,NA,NA,NA,NA,-0.587798059,-0.584147139,-0.65,-0.65,-0.645962733,0.051813685,80,0.990595611,-0.643887147,0.054404877,-0.515177523,0.945348621,0,-2.878549075,1.84819403
456,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Griffiths 1995,1995,Simple RT,speed,NA,Button-pressing in response to single light stimulus. Preferred hand. Ten trials summated.,NA,NA,3.31,0.89,10,348,167,2.95,0.52,10,NA,1,-0.663055255,NA,1,7.53,-,7.59,-,NA,median age 15 days (range 12-20),NA,NA,-0.493915925,-0.473046238,-0.692307692,-0.692307692,-0.663055255,0.392936391,9,0.914285714,-0.632967033,0.415194572,-0.515177523,0.945348621,0,-2.878549075,1.84819403
320,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,N-back task,speed,speed,2 back -RT,NA,NA,509,72,11,388,127,481,14,11,NA,1,-1.924050633,NA,1,8.83,1.7,8.83,1.65,NA,NA,NA,NA,-0.539860921,-0.519359873,-2,-2,-1.924050633,2.495361781,10,0.923076923,-1.846153846,2.665775982,-0.559505432,0.561840638,0,-1.964107027,0.845096163
322,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,N-back task,speed,speed,One back,NA,NA,499,81,11,388,127,462,92,11,NA,1,-0.386901486,NA,1,8.83,1.7,8.83,1.65,NA,NA,NA,NA,-0.426883611,-0.410672841,-0.402173913,-0.402173913,-0.386901486,0.161378673,10,0.923076923,-0.371237458,0.168269536,-0.559505432,0.561840638,0,-1.964107027,0.845096163
479,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Griffiths 1995,1995,Peg transfer-Purdue Pegboard,speed,NA,Grooved pegboard - Time (sec.),Purdue Pegboard (Lafayette Instruments) without collars and washers. Total time for transferring 25 pegs from left to right column of holes and back again. Preferred hand; seconnds??,NA,88.5,19.56,10,348,167,72.7,12.8,10,NA,1,-1.18221831,NA,1,7.53,-,7.59,-,NA,median age 15 days (range 12-20),NA,NA,-0.955880026,-0.915490729,-1.234375,-1.234375,-1.18221831,0.333516602,9,0.914285714,-1.128571429,0.404276239,-0.611036845,0.624640649,0,-2.172638468,0.950564777
503,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,TMT-A,speed,NA,NA,NA,NA,42,13,26,489,181,57,10,21,NA,-1,-1.474860335,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-1.275345453,-1.253970948,-1.5,-1.5,-1.474860335,0.112619048,20,0.962025316,-1.443037975,0.164678013,-0.611036845,0.624640649,0,-2.172638468,0.950564777
500,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Bisiacchi et al 2018,2018,TMT-A,speed,NA,NA,NA,NA,43.4,14.3,11,743.18,83.66,49.9,14.4,28,NA,-1,-0.442176871,NA,1,13,2.483333333,11.83333333,2.458333333,NA,NA,NA,NA,-0.452235525,-0.443006228,-0.451388889,-0.451388889,-0.442176871,0.125365134,27,0.971962617,-0.438733126,0.128929704,-0.611036845,0.624640649,0,-2.172638468,0.950564777
46,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Griffiths 1995,1995,Design fluency,NA,NA,Number of non-repeated designs in 3 min,NA,NA,11.9,2.56,10,348,167,12.2,2.35,10,NA,-1,-0.122265508,NA,1,7.53,-,7.59,-,NA,median age 15 days (range 12-20),NA,NA,-0.122087978,-0.116929331,-0.127659574,-0.127659574,-0.122265508,0.218670892,9,0.914285714,-0.116717325,0.219427721,-0.704966472,0.850819706,0,-2.832015736,1.422082792
48,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Antshel & Waisbren 2003,2003,Digit symbol coding,NA,NA,score,NA,The child is given a key in which digits are paired with simple shapes. The task is to draw each shape under its corresponding digit within a certain time limit - from WISC,7.8,2.8,46,490.34484,375.32568,10.3,2.1,18,1.010152545,-1,-1.176016965,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,-0.951767107,-0.940207183,-1.19047619,-1.19047619,-1.176016965,0.094202899,17,0.955223881,-1.137171286,0.132236973,-0.704966472,0.850819706,0,-2.832015736,1.422082792
76,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Anderson et al 2002/2007,2002,Phonemic fluency,NA,NA,Total words,COWAT,"letters F,A,S",21.86,7.38,36,490.34484,375.32568,24.38,5.34,69,NA,-1,-0.468465513,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.412432806,-0.409422348,-0.471910112,-0.471910112,-0.468465513,0.067547923,68,0.988929889,-0.466686015,0.069149363,-0.487934846,0.563967184,0,-1.897852806,0.921983114
69,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,White et al 2001,2001,Phonemic fluency,NA,NA,Total words,NA,NA,4.17,2.35,23,496.4,230,6.43,3.45,23,NA,-1,-0.64384265,NA,1,10.7,3.4,11.1,3.7,NA,NA,NA,NA,-0.765661912,-0.752536279,-0.655072464,-0.655072464,-0.64384265,0.063651224,22,0.965517241,-0.632483758,0.072742945,-0.487934846,0.563967184,0,-1.897852806,0.921983114
